order_id,region,UPDATE REGION,category,sales,discount,Discount value,quantity,order_date,delivery_date,customer_type,payment_mode,profit,Update city,city,Net revenue
ORD104708,West,NORTH,Grocery,1490.94,0.11,164.0034,2,12/26/2024,12/27/2024,New,Card,389.58,Chennai,Chennai,1326.9366
ORD104709,South,SOUTH,Home Care,3930.61,0.19,746.8159,2,07-06-2024,07-07-2024,New,UPI,342.55,Chennai,Chennai,3183.7941
ORD104710,East,EAST,Personal Care,2356.02,0.37,871.7274,9,02-08-2024,2/15/2024,New,Cash,577.16,Mumbai,Mumbai,1484.2926
ORD104711,North,WEST,Electronics,4968.99,0.35,1739.1465,6,11-09-2024,11-10-2024,Member,UPI,949.8,Pune,Pune,3229.8435
ORD104712,South,NORTH,Home Care,1993.66,0.1,199.366,8,1/30/2023,02-06-2023,New,Card,327.51,Chennai,Chennai,1794.294
ORD104713,North,SOUTH,Personal Care,2369.98,0.18,426.5964,8,7/13/2024,7/16/2024,Regular,Cash,499.02,Delhi,Delhi,1943.3836
ORD104714,South,EAST,Grocery,1571.26,0.01,15.7126,8,12/21/2024,12/26/2024,Regular,Cash,213.93,Delhi,Delhi,1555.5474
ORD104715,East,WEST,Home Care,1257.84,0.27,339.6168,5,11/30/2024,12-01-2024,New,Cash,375.65,Bangalore,Bangalore,918.2232
ORD104716,West,NORTH,Personal Care,4619.18,0.14,646.6852,4,9/26/2024,9/29/2024,Member,Cash,358.57,Bangalore,Bangalore,3972.4948
ORD104717,South,SOUTH,Home Care,3769.25,0.01,37.6925,3,5/31/2023,06-04-2023,Member,Card,319.05,Hyderabad,Hyderabad,3731.5575
ORD104718,West,EAST,Grocery,1733.67,0.21,364.0707,4,12/26/2023,12/30/2023,New,UPI,469.84,Delhi,Delhi,1369.5993
ORD104719,South,WEST,Home Care,3530.76,0.46,1624.1496,8,11/20/2024,11/27/2024,New,Cash,369.96,Mumbai,Mumbai,1906.6104
ORD104720,North,NORTH,Home Care,4832.34,0.46,2222.8764,4,1/13/2023,1/15/2023,New,Cash,315.42,Delhi,Delhi,2609.4636
ORD104721,North,SOUTH,Personal Care,462.84,0.19,87.9396,8,4/20/2023,4/23/2023,Regular,Cash,126.24,Hyderabad,Hyderabad,374.9004
ORD104722,South,EAST,Clothing,1396.07,0.22,307.1354,8,02-07-2023,02-08-2023,Regular,Card,91.59,Mumbai,Mumbai,1088.9346
ORD104723,West,WEST,Home Care,1082.83,0.12,129.9396,1,12/25/2023,12/31/2023,Member,Card,286.88,Delhi,Delhi,952.8904
ORD104724,East,NORTH,Clothing,4361.94,0.03,130.8582,9,3/27/2024,3/30/2024,Regular,UPI,796.66,Mumbai,Mumbai,4231.0818
ORD104725,East,SOUTH,Electronics,978.03,0.35,342.3105,3,02-07-2024,02-10-2024,Member,UPI,179.55,Pune,Pune,635.7195
ORD104726,North,EAST,Home Care,1609.57,0.4,643.828,6,11/22/2024,11/29/2024,Member,Cash,133.14,Pune,Pune,965.742
ORD104727,East,WEST,Clothing,2764.92,0.44,1216.5648,3,2/29/2024,03-05-2024,Member,Card,573.97,Pune,Pune,1548.3552
ORD104728,North,NORTH,Electronics,3143.36,0.47,1477.3792,9,05-02-2023,05-04-2023,Regular,Cash,448.17,Pune,Pune,1665.9808
ORD104729,East,SOUTH,Personal Care,4060.1,0.46,1867.646,1,04-02-2023,04-05-2023,Regular,Card,571.03,Mumbai,Mumbai,2192.454
ORD104730,South,EAST,Home Care,2095.88,0.01,20.9588,7,1/27/2023,1/28/2023,Member,Card,470.04,Delhi,Delhi,2074.9212
ORD104731,North,WEST,Personal Care,2717.8,0.49,1331.722,5,1/18/2024,1/24/2024,Member,UPI,725.51,Mumbai,Mumbai,1386.078
ORD104732,North,NORTH,Electronics,4830.76,0.19,917.8444,3,1/19/2023,1/26/2023,New,UPI,1124.81,Pune,Pune,3912.9156
ORD104733,South,SOUTH,Personal Care,1557.07,0.44,685.1108,7,12-02-2023,12-04-2023,Member,Card,343.3,Chennai,Chennai,871.9592
ORD104734,North,EAST,Personal Care,1315.66,0.22,289.4452,1,2/23/2024,2/27/2024,Member,Cash,357.24,Bangalore,Bangalore,1026.2148
ORD104735,East,WEST,Grocery,3581.94,0.21,752.2074,6,1/24/2024,1/27/2024,New,Card,985.26,Mumbai,Mumbai,2829.7326
ORD104736,East,NORTH,Electronics,3878.57,0.01,38.7857,7,8/22/2024,8/28/2024,Member,Card,907.93,Hyderabad,Hyderabad,3839.7843
ORD104737,North,SOUTH,Personal Care,2132.42,0.03,63.9726,9,04-03-2023,04-08-2023,Regular,Card,543.93,Hyderabad,Hyderabad,2068.4474
ORD104738,East,EAST,Clothing,1143.6,0.34,388.824,9,9/19/2023,9/26/2023,Regular,UPI,126.17,Pune,Pune,754.776
ORD104739,West,WEST,Electronics,3916.72,0.47,1840.8584,7,02-10-2023,02-11-2023,Member,Card,862.89,Chennai,Chennai,2075.8616
ORD104740,North,NORTH,Grocery,3385.42,0.11,372.3962,5,11/24/2024,11/30/2024,New,Card,583.31,Bangalore,Bangalore,3013.0238
ORD104741,South,SOUTH,Home Care,4393.52,0.05,219.676,7,03-03-2024,03-06-2024,New,UPI,1152.28,Mumbai,Mumbai,4173.844
ORD104742,West,EAST,Personal Care,4237.2,0.11,466.092,1,2/17/2023,2/24/2023,Regular,UPI,1229.83,Hyderabad,Hyderabad,3771.108
ORD104743,North,WEST,Clothing,1105.46,0.11,121.6006,7,2/25/2024,03-01-2024,Regular,Card,129.15,Hyderabad,Hyderabad,983.8594
ORD104744,South,NORTH,Grocery,4178.46,0.15,626.769,4,8/27/2024,09-03-2024,New,Card,910.24,Hyderabad,Hyderabad,3551.691
ORD104745,East,SOUTH,Electronics,958.35,0.05,47.9175,2,07-03-2023,07-07-2023,Member,Cash,252.73,Bangalore,Bangalore,910.4325
ORD104746,South,EAST,Personal Care,4332.15,0.12,519.858,6,9/13/2023,9/16/2023,Member,UPI,954.84,Delhi,Delhi,3812.292
ORD104747,West,WEST,Grocery,3874.57,0.46,1782.3022,7,6/28/2024,07-03-2024,Member,Card,860.26,Bangalore,Bangalore,2092.2678
ORD104748,East,NORTH,Grocery,2892.32,0.45,1301.544,7,08-07-2023,8/13/2023,Member,UPI,735.74,Mumbai,Mumbai,1590.776
ORD104749,North,SOUTH,Clothing,3246.89,0.16,519.5024,8,2/23/2024,2/24/2024,New,UPI,732.63,Chennai,Chennai,2727.3876
ORD104750,East,EAST,Home Care,609.99,0.5,304.995,5,04-12-2023,4/13/2023,New,UPI,156.62,Bangalore,Bangalore,304.995
ORD104751,North,WEST,Home Care,295.44,0.15,44.316,8,01-03-2024,01-07-2024,New,Card,87.98,Bangalore,Bangalore,251.124
ORD104752,North,NORTH,Home Care,1720.17,0.36,619.2612,4,10/29/2023,10/31/2023,Member,Cash,319.96,Mumbai,Mumbai,1100.9088
ORD104753,South,SOUTH,Electronics,4124.89,0.32,1319.9648,1,08-08-2024,8/15/2024,Member,UPI,892.97,Delhi,Delhi,2804.9252
ORD104754,South,EAST,Grocery,2382.35,0.03,71.4705,8,02-05-2023,02-12-2023,Regular,Card,485.54,Bangalore,Bangalore,2310.8795
ORD104755,South,WEST,Electronics,1194.63,0.17,203.0871,4,03-03-2024,03-09-2024,New,Card,143.93,Delhi,Delhi,991.5429
ORD104756,West,NORTH,Grocery,4189.29,0.48,2010.8592,5,5/15/2023,5/18/2023,New,Cash,1082.11,Chennai,Chennai,2178.4308
ORD104757,West,SOUTH,Clothing,1220.27,0.03,36.6081,4,10-12-2023,10/18/2023,Member,UPI,178.86,Chennai,Chennai,1183.6619
ORD104758,South,EAST,Clothing,4095.92,0.09,368.6328,7,12/20/2024,12/25/2024,Member,UPI,1182.44,Pune,Pune,3727.2872
ORD104759,West,WEST,Electronics,2319.6,0.49,1136.604,3,7/30/2024,08-06-2024,Member,Cash,595.56,Delhi,Delhi,1182.996
ORD104760,East,NORTH,Electronics,2371.12,0.02,47.4224,2,11-12-2023,11/19/2023,Member,UPI,210.45,Delhi,Delhi,2323.6976
ORD104761,East,SOUTH,Clothing,1436.33,0.22,315.9926,2,01-03-2024,01-07-2024,New,UPI,93.3,Bangalore,Bangalore,1120.3374
ORD104762,West,EAST,Personal Care,4510.85,0.46,2074.991,7,10/18/2023,10/22/2023,Member,Card,383.61,Hyderabad,Hyderabad,2435.859
ORD104763,West,WEST,Home Care,535.05,0.47,251.4735,6,8/27/2023,09-02-2023,Regular,Card,130.91,Hyderabad,Hyderabad,283.5765
ORD104764,East,NORTH,Home Care,807.59,0.49,395.7191,2,11/27/2024,12-03-2024,Member,Card,187.6,Hyderabad,Hyderabad,411.8709
ORD104765,North,SOUTH,Clothing,3215.84,0.24,771.8016,8,1/29/2023,02-03-2023,Regular,Card,645,Hyderabad,Hyderabad,2444.0384
ORD104766,East,EAST,Home Care,4265.56,0.04,170.6224,6,7/24/2023,7/26/2023,Regular,Card,406.66,Mumbai,Mumbai,4094.9376
ORD104767,East,WEST,Personal Care,567.71,0.39,221.4069,8,5/14/2024,5/20/2024,Member,Cash,92.22,Mumbai,Mumbai,346.3031
ORD104768,West,NORTH,Personal Care,3695.39,0.35,1293.3865,6,8/20/2023,8/22/2023,Member,Card,679.22,Chennai,Chennai,2402.0035
ORD104769,East,SOUTH,Grocery,3738.31,0.29,1084.1099,4,9/13/2024,9/17/2024,Regular,Card,1093.93,Hyderabad,Hyderabad,2654.2001
ORD104770,West,EAST,Electronics,2949.46,0.44,1297.7624,8,8/14/2024,8/18/2024,Member,Cash,308.67,Delhi,Delhi,1651.6976
ORD104771,West,WEST,Home Care,2484.97,0.46,1143.0862,4,11/28/2024,12-02-2024,Regular,Cash,342.6,Chennai,Chennai,1341.8838
ORD104772,South,NORTH,Personal Care,1673.33,0.34,568.9322,6,12-02-2023,12-09-2023,Regular,Cash,352.52,Delhi,Delhi,1104.3978
ORD104773,East,SOUTH,Electronics,1822.16,0.06,109.3296,5,1/25/2024,1/29/2024,Member,UPI,187,Delhi,Delhi,1712.8304
ORD104774,North,EAST,Electronics,3404.72,0.05,170.236,4,07-01-2024,07-05-2024,Regular,UPI,322.68,Chennai,Chennai,3234.484
ORD104775,South,WEST,Grocery,419.91,0.2,83.982,7,2/21/2023,2/24/2023,Regular,Cash,67.42,Delhi,Delhi,335.928
ORD104776,West,NORTH,Electronics,2966.18,0.15,444.927,8,01-06-2024,1/13/2024,Regular,Card,534.54,Bangalore,Bangalore,2521.253
ORD104777,West,SOUTH,Electronics,1465.79,0.07,102.6053,6,6/20/2024,6/27/2024,New,Card,325.51,Hyderabad,Hyderabad,1363.1847
ORD104778,North,EAST,Clothing,2386.37,0.31,739.7747,1,6/17/2023,6/20/2023,Member,Cash,572.9,Delhi,Delhi,1646.5953
ORD104779,West,WEST,Grocery,2839,0.34,965.26,7,12/17/2023,12/20/2023,Member,UPI,758.64,Pune,Pune,1873.74
ORD104780,East,NORTH,Grocery,4439.73,0.35,1553.9055,4,5/29/2024,5/30/2024,New,Card,598.15,Delhi,Delhi,2885.8245
ORD104781,South,SOUTH,Home Care,2937.47,0.09,264.3723,2,10/14/2024,10/17/2024,Regular,Card,517.07,Mumbai,Mumbai,2673.0977
ORD104782,West,EAST,Electronics,1213.08,0.15,181.962,3,11/20/2023,11/26/2023,New,Cash,322.48,Pune,Pune,1031.118
ORD104783,West,WEST,Home Care,489.35,0.1,48.935,4,5/19/2023,5/22/2023,Regular,UPI,81.15,Bangalore,Bangalore,440.415
ORD104784,North,NORTH,Personal Care,3172.24,0.3,951.672,7,03-07-2024,3/13/2024,Member,UPI,268.23,Delhi,Delhi,2220.568
ORD104785,East,SOUTH,Electronics,2770.74,0.28,775.8072,9,01-02-2023,01-04-2023,Member,Card,440.15,Chennai,Chennai,1994.9328
ORD104786,West,EAST,Personal Care,3391.81,0.25,847.9525,6,12-01-2023,12-05-2023,Member,Cash,822.4,Chennai,Chennai,2543.8575
ORD104787,North,WEST,Clothing,2351.04,0.15,352.656,5,6/30/2024,07-05-2024,Regular,Card,393.45,Pune,Pune,1998.384
ORD104788,West,NORTH,Electronics,4143.12,0.12,497.1744,9,4/18/2023,4/24/2023,New,Card,461.01,Bangalore,Bangalore,3645.9456
ORD104789,North,SOUTH,Home Care,4608.88,0.45,2073.996,8,9/16/2024,9/18/2024,New,Cash,1315.18,Delhi,Delhi,2534.884
ORD104790,North,EAST,Home Care,296.02,0.02,5.9204,8,2/25/2023,2/26/2023,New,UPI,37.35,Bangalore,Bangalore,290.0996
ORD104791,East,WEST,Electronics,3746.02,0.33,1236.1866,8,02-09-2023,02-11-2023,Regular,Cash,673.63,Mumbai,Mumbai,2509.8334
ORD104792,West,NORTH,Home Care,272.29,0.01,2.7229,8,5/19/2024,5/24/2024,Member,UPI,37.65,Pune,Pune,269.5671
ORD104793,East,SOUTH,Electronics,2280.97,0.1,228.097,8,11/29/2024,12-01-2024,Member,Cash,351.81,Mumbai,Mumbai,2052.873
ORD104794,North,EAST,Grocery,2361.86,0.14,330.6604,7,01-12-2023,1/19/2023,Member,Cash,497.95,Pune,Pune,2031.1996
ORD104795,South,WEST,Home Care,3511.47,0.44,1545.0468,2,8/23/2023,8/25/2023,Member,UPI,598.01,Chennai,Chennai,1966.4232
ORD104796,West,NORTH,Electronics,1826.78,0.07,127.8746,2,9/19/2024,9/22/2024,New,Cash,137.99,Hyderabad,Hyderabad,1698.9054
ORD104797,South,SOUTH,Electronics,4122.42,0.47,1937.5374,5,10/24/2023,10/25/2023,Member,Cash,730.31,Bangalore,Bangalore,2184.8826
ORD104798,West,EAST,Home Care,1780.03,0.41,729.8123,6,2/28/2024,03-06-2024,Member,UPI,221.65,Bangalore,Bangalore,1050.2177
ORD104799,East,WEST,Grocery,1778.34,0.34,604.6356,9,7/26/2024,08-02-2024,Member,Cash,369.45,Bangalore,Bangalore,1173.7044
ORD104800,East,NORTH,Home Care,1191.53,0.21,250.2213,1,6/29/2024,07-05-2024,Member,Cash,113.69,Mumbai,Mumbai,941.3087
ORD104801,East,SOUTH,Electronics,3450.96,0.45,1552.932,7,10-02-2023,10-05-2023,Regular,UPI,674.65,Delhi,Delhi,1898.028
ORD104802,East,EAST,Grocery,475.28,0.26,123.5728,7,6/22/2023,6/27/2023,Regular,UPI,77.24,Delhi,Delhi,351.7072
ORD104803,East,WEST,Personal Care,1878.97,0.19,357.0043,8,8/25/2024,8/26/2024,New,Card,473.58,Mumbai,Mumbai,1521.9657
ORD104804,South,NORTH,Clothing,1407.76,0.29,408.2504,1,1/29/2023,02-04-2023,Member,UPI,189.71,Chennai,Chennai,999.5096
ORD104805,East,SOUTH,Home Care,1223.74,0.12,146.8488,4,6/14/2024,6/20/2024,Regular,Cash,91.8,Hyderabad,Hyderabad,1076.8912
ORD104806,North,EAST,Electronics,398.82,0.14,55.8348,5,07-03-2023,07-08-2023,New,UPI,28.44,Delhi,Delhi,342.9852
ORD104807,North,WEST,Grocery,1032.88,0.46,475.1248,2,6/22/2024,6/27/2024,Regular,UPI,167.95,Chennai,Chennai,557.7552
ORD104808,South,NORTH,Grocery,2286.6,0.4,914.64,2,10-03-2024,10-09-2024,New,Cash,410.35,Bangalore,Bangalore,1371.96
ORD104809,West,SOUTH,Personal Care,2568.33,0.26,667.7658,4,2/28/2024,03-01-2024,New,UPI,369.29,Mumbai,Mumbai,1900.5642
ORD104810,North,EAST,Home Care,1420.57,0.21,298.3197,3,09-06-2024,09-08-2024,Member,Cash,350.71,Bangalore,Bangalore,1122.2503
ORD104811,West,WEST,Grocery,3286.19,0.4,1314.476,7,3/24/2024,3/26/2024,New,Card,710.87,Bangalore,Bangalore,1971.714
ORD104812,South,NORTH,Personal Care,1745.39,0.29,506.1631,7,3/19/2023,3/21/2023,Member,Card,333.99,Chennai,Chennai,1239.2269
ORD104813,West,SOUTH,Electronics,1899.5,0.21,398.895,2,06-03-2024,06-04-2024,Member,Cash,385.19,Delhi,Delhi,1500.605
ORD104814,West,EAST,Personal Care,3934.86,0.26,1023.0636,5,1/27/2023,02-02-2023,Member,Card,947.71,Mumbai,Mumbai,2911.7964
ORD104815,West,WEST,Home Care,2804.64,0.12,336.5568,5,10/26/2024,10/29/2024,New,UPI,566.5,Mumbai,Mumbai,2468.0832
ORD104816,West,NORTH,Personal Care,4770.56,0.1,477.056,8,7/14/2024,7/15/2024,New,Cash,504.18,Pune,Pune,4293.504
ORD104817,South,SOUTH,Grocery,1860.58,0.49,911.6842,8,7/21/2024,7/28/2024,New,Card,281.94,Hyderabad,Hyderabad,948.8958
ORD104818,North,EAST,Grocery,4156.42,0.48,1995.0816,4,09-05-2024,09-07-2024,Member,UPI,349.3,Delhi,Delhi,2161.3384
ORD104819,East,WEST,Clothing,3717.85,0.21,780.7485,1,11/17/2023,11/21/2023,New,UPI,995.72,Bangalore,Bangalore,2937.1015
ORD104820,West,NORTH,Personal Care,4461.93,0.26,1160.1018,6,10/14/2023,10/19/2023,Regular,Card,466.94,Delhi,Delhi,3301.8282
ORD104821,North,SOUTH,Electronics,4788.28,0.41,1963.1948,7,8/15/2023,8/21/2023,Member,UPI,957.96,Chennai,Chennai,2825.0852
ORD104822,North,EAST,Home Care,137.61,0.36,49.5396,1,11-12-2023,11/14/2023,Regular,Card,8.72,Mumbai,Mumbai,88.0704
ORD104823,South,WEST,Clothing,532.66,0.05,26.633,8,08-01-2023,08-03-2023,New,UPI,68.95,Bangalore,Bangalore,506.027
ORD104824,North,NORTH,Personal Care,3404.26,0.19,646.8094,9,11-04-2024,11-09-2024,Regular,UPI,931.92,Delhi,Delhi,2757.4506
ORD104825,South,SOUTH,Electronics,2011.98,0.13,261.5574,8,10/18/2024,10/23/2024,Regular,UPI,500.08,Delhi,Delhi,1750.4226
ORD104826,West,EAST,Clothing,4113.71,0.5,2056.855,3,3/14/2023,3/17/2023,Regular,Cash,301.36,Hyderabad,Hyderabad,2056.855
ORD104827,West,WEST,Grocery,158.7,0.37,58.719,9,1/29/2023,1/30/2023,Member,UPI,30.08,Chennai,Chennai,99.981
ORD104828,East,NORTH,Home Care,4054.19,0.02,81.0838,3,7/19/2023,7/25/2023,New,Cash,591.96,Chennai,Chennai,3973.1062
ORD104829,East,SOUTH,Personal Care,762.69,0.45,343.2105,4,12/23/2024,12/30/2024,Member,Card,63.9,Bangalore,Bangalore,419.4795
ORD104830,East,EAST,Electronics,1522.22,0.46,700.2212,6,05-09-2024,5/14/2024,New,Card,387.52,Bangalore,Bangalore,821.9988
ORD104831,North,WEST,Grocery,4848.48,0.17,824.2416,7,10-07-2024,10/14/2024,Member,Cash,1296.86,Pune,Pune,4024.2384
ORD104832,West,NORTH,Clothing,352.83,0.32,112.9056,8,12-10-2023,12/16/2023,Regular,Card,62.15,Mumbai,Mumbai,239.9244
ORD104833,South,SOUTH,Home Care,1810.3,0.34,615.502,7,05-06-2023,05-07-2023,Regular,Cash,176.48,Pune,Pune,1194.798
ORD104834,East,EAST,Clothing,514.19,0.36,185.1084,3,06-01-2024,06-07-2024,Member,Cash,79.64,Pune,Pune,329.0816
ORD104835,South,WEST,Clothing,4282.66,0.35,1498.931,2,4/14/2023,4/16/2023,Regular,UPI,248.94,Delhi,Delhi,2783.729
ORD104836,South,NORTH,Electronics,3544.78,0.28,992.5384,2,10-04-2024,10-08-2024,Regular,Cash,799.91,Delhi,Delhi,2552.2416
ORD104837,East,SOUTH,Grocery,4021.65,0.48,1930.392,9,04-05-2023,04-12-2023,New,Cash,1109.23,Bangalore,Bangalore,2091.258
ORD104838,West,EAST,Personal Care,2683.67,0.26,697.7542,7,06-08-2023,06-12-2023,New,Card,144.71,Delhi,Delhi,1985.9158
ORD104839,East,WEST,Electronics,1852.83,0.06,111.1698,7,08-10-2024,8/13/2024,Member,Card,395.95,Delhi,Delhi,1741.6602
ORD104840,South,NORTH,Home Care,111.14,0.04,4.4456,5,11/22/2024,11/25/2024,New,UPI,8.03,Hyderabad,Hyderabad,106.6944
ORD104841,East,SOUTH,Clothing,1461.84,0.01,14.6184,6,5/16/2023,5/19/2023,Member,UPI,157.67,Mumbai,Mumbai,1447.2216
ORD104842,South,EAST,Home Care,2621.31,0.21,550.4751,7,8/23/2023,8/30/2023,Member,Card,481.87,Delhi,Delhi,2070.8349
ORD104843,South,WEST,Electronics,3355.37,0.14,469.7518,9,8/24/2024,8/28/2024,New,UPI,436.12,Chennai,Chennai,2885.6182
ORD104844,East,NORTH,Electronics,1221.79,0.45,549.8055,4,10-09-2023,10/14/2023,Member,UPI,62.89,Bangalore,Bangalore,671.9845
ORD104845,North,SOUTH,Personal Care,780.61,0.43,335.6623,6,02-03-2024,02-10-2024,Regular,UPI,230.82,Mumbai,Mumbai,444.9477
ORD104846,East,EAST,Clothing,1087.91,0.42,456.9222,1,04-05-2024,04-10-2024,Regular,Card,100.95,Hyderabad,Hyderabad,630.9878
ORD104847,North,WEST,Electronics,1834.97,0.43,789.0371,7,07-03-2023,07-08-2023,Regular,UPI,333.66,Pune,Pune,1045.9329
ORD104848,South,NORTH,Home Care,827.05,0.15,124.0575,4,8/20/2024,8/22/2024,Member,Cash,147.97,Chennai,Chennai,702.9925
ORD104849,South,SOUTH,Personal Care,868.4,0.21,182.364,2,05-02-2023,05-03-2023,New,Card,249.56,Chennai,Chennai,686.036
ORD104850,North,EAST,Home Care,314.38,0.16,50.3008,4,11/14/2023,11/16/2023,Member,Cash,76.28,Pune,Pune,264.0792
ORD104851,South,WEST,Clothing,4297.95,0.04,171.918,8,5/21/2023,5/27/2023,Regular,Card,812.06,Chennai,Chennai,4126.032
ORD104852,North,NORTH,Personal Care,1176.82,0.46,541.3372,2,07-11-2024,7/14/2024,Regular,UPI,275.49,Delhi,Delhi,635.4828
ORD104853,North,SOUTH,Personal Care,4127.32,0.31,1279.4692,1,07-01-2023,07-04-2023,Regular,Cash,1079.85,Bangalore,Bangalore,2847.8508
ORD104854,South,EAST,Personal Care,2247.72,0.07,157.3404,1,12-10-2023,12/17/2023,New,Card,294.13,Chennai,Chennai,2090.3796
ORD104855,West,WEST,Grocery,3198.95,0.1,319.895,7,9/16/2023,9/21/2023,Regular,Card,256.85,Pune,Pune,2879.055
ORD104856,North,NORTH,Personal Care,470.94,0.23,108.3162,7,01-12-2023,1/19/2023,Member,Cash,119.05,Mumbai,Mumbai,362.6238
ORD104857,East,SOUTH,Home Care,2959.54,0.03,88.7862,4,07-06-2024,07-08-2024,Regular,Card,289.56,Hyderabad,Hyderabad,2870.7538
ORD104858,East,EAST,Home Care,1520.98,0.14,212.9372,5,03-03-2024,03-10-2024,New,Cash,205.78,Hyderabad,Hyderabad,1308.0428
ORD104859,South,WEST,Clothing,566.53,0.35,198.2855,5,11/28/2024,12-05-2024,Member,Card,153.16,Delhi,Delhi,368.2445
ORD104860,West,NORTH,Electronics,4550.34,0.46,2093.1564,7,06-06-2024,06-08-2024,Regular,Cash,984.14,Delhi,Delhi,2457.1836
ORD104861,South,SOUTH,Electronics,3057.78,0.46,1406.5788,3,10/20/2024,10/25/2024,New,UPI,219.35,Delhi,Delhi,1651.2012
ORD104862,West,EAST,Grocery,1284.37,0.26,333.9362,5,3/18/2024,3/19/2024,New,Cash,142.35,Chennai,Chennai,950.4338
ORD104863,North,WEST,Personal Care,2156.28,0.16,345.0048,7,3/14/2023,3/15/2023,Regular,UPI,191.54,Pune,Pune,1811.2752
ORD104864,North,NORTH,Grocery,1848.81,0.46,850.4526,7,6/14/2023,6/16/2023,New,UPI,107.14,Mumbai,Mumbai,998.3574
ORD104865,North,SOUTH,Clothing,3532.84,0.39,1377.8076,9,5/18/2023,5/20/2023,Regular,UPI,368.2,Mumbai,Mumbai,2155.0324
ORD104866,North,EAST,Clothing,3076.42,0.29,892.1618,4,11/25/2023,11/26/2023,Member,Cash,651.89,Delhi,Delhi,2184.2582
ORD104867,East,WEST,Electronics,196.93,0.42,82.7106,1,02-02-2023,02-06-2023,Member,UPI,10.53,Delhi,Delhi,114.2194
ORD104868,East,NORTH,Clothing,1069.35,0.23,245.9505,5,12/17/2024,12/21/2024,New,Card,310.76,Chennai,Chennai,823.3995
ORD104869,South,SOUTH,Personal Care,2442.83,0.06,146.5698,4,5/28/2023,5/31/2023,Member,Cash,264.8,Mumbai,Mumbai,2296.2602
ORD104870,West,EAST,Home Care,2282.88,0.47,1072.9536,3,11/27/2023,11/29/2023,Regular,Cash,280.69,Bangalore,Bangalore,1209.9264
ORD104871,North,WEST,Clothing,2631.71,0.27,710.5617,7,12/15/2023,12/16/2023,Member,Cash,154.49,Pune,Pune,1921.1483
ORD104872,North,NORTH,Grocery,3602.57,0.35,1260.8995,9,9/14/2024,9/19/2024,Member,Card,242.83,Mumbai,Mumbai,2341.6705
ORD104873,West,SOUTH,Personal Care,3441.84,0.2,688.368,4,9/28/2024,10-03-2024,Regular,Cash,1031.46,Pune,Pune,2753.472
ORD104874,West,EAST,Clothing,1926.79,0.07,134.8753,6,9/27/2024,10-01-2024,Regular,UPI,257.33,Hyderabad,Hyderabad,1791.9147
ORD104875,South,WEST,Clothing,4400.15,0.14,616.021,1,9/26/2023,9/27/2023,New,Card,967.72,Hyderabad,Hyderabad,3784.129
ORD104876,West,NORTH,Personal Care,408.37,0.02,8.1674,1,05-04-2023,05-08-2023,Regular,UPI,97.09,Bangalore,Bangalore,400.2026
ORD104877,North,SOUTH,Clothing,2964.1,0.04,118.564,3,10/15/2024,10/22/2024,Regular,Cash,513.95,Mumbai,Mumbai,2845.536
ORD104878,North,EAST,Home Care,4753.46,0.1,475.346,5,12/13/2024,12/17/2024,Member,UPI,787.48,Pune,Pune,4278.114
ORD104879,North,WEST,Electronics,2790.5,0.28,781.34,6,2/23/2023,03-02-2023,Regular,UPI,373.88,Delhi,Delhi,2009.16
ORD104880,North,NORTH,Personal Care,2330.02,0.5,1165.01,9,03-01-2024,03-03-2024,Regular,Card,525.37,Mumbai,Mumbai,1165.01
ORD104881,North,SOUTH,Grocery,756.2,0.42,317.604,9,3/24/2023,3/26/2023,Member,Card,137.15,Bangalore,Bangalore,438.596
ORD104882,South,EAST,Clothing,4069.93,0.04,162.7972,1,09-09-2024,09-10-2024,New,Card,637.86,Pune,Pune,3907.1328
ORD104883,North,WEST,Electronics,1931.59,0.42,811.2678,2,9/14/2024,9/17/2024,Regular,Cash,169.82,Mumbai,Mumbai,1120.3222
ORD104884,South,NORTH,Grocery,3536.1,0.27,954.747,8,01-08-2024,01-10-2024,Member,Card,767.02,Bangalore,Bangalore,2581.353
ORD104885,North,SOUTH,Grocery,1067.98,0.33,352.4334,5,5/24/2024,5/27/2024,New,Card,170.06,Delhi,Delhi,715.5466
ORD104886,East,EAST,Home Care,305.13,0.06,18.3078,3,8/14/2023,8/18/2023,New,Card,23.21,Chennai,Chennai,286.8222
ORD104887,East,WEST,Electronics,1596.79,0.2,319.358,9,10/19/2023,10/25/2023,New,UPI,216.74,Delhi,Delhi,1277.432
ORD104888,East,NORTH,Personal Care,1478.93,0.44,650.7292,2,01-09-2023,1/13/2023,New,Cash,90.83,Mumbai,Mumbai,828.2008
ORD104889,East,SOUTH,Electronics,4380.03,0.21,919.8063,7,12/20/2024,12/21/2024,Member,Card,353.96,Mumbai,Mumbai,3460.2237
ORD104890,South,EAST,Electronics,4336.9,0.06,260.214,8,10/16/2024,10/17/2024,New,Card,1294.1,Chennai,Chennai,4076.686
ORD104891,South,WEST,Grocery,2716.08,0.16,434.5728,2,5/25/2024,5/31/2024,Member,Cash,673.16,Chennai,Chennai,2281.5072
ORD104892,West,NORTH,Home Care,193.09,0.11,21.2399,1,03-05-2023,03-09-2023,New,UPI,57.34,Pune,Pune,171.8501
ORD104893,North,SOUTH,Home Care,1218.79,0.34,414.3886,3,05-09-2024,05-12-2024,Member,Card,347.51,Chennai,Chennai,804.4014
